"YEAR","GEOID","lhs","he","sc","bm","NAME"
2020,25025030200,45.203981,142.900736,111.570608,1098.324676,"Census Tract 302"
2020,25025030301,0,2.923977,120.622892,1082.453131,"Census Tract 303.01"
2020,25025030302,42.821769,210.476372,233.734308,885.499351,"Census Tract 303.02"
2020,25025030400,64.733873,243.258346,398.714166,2749.644276,"Census Tract 304"
2020,25025030500,103.048511,194.479144,187.902305,1592.570038,"Census Tract 305"
2020,25025040100,66.940433,182.267567,146.435407,1516.519344,"Census Tract 401"
2020,25025040200,140.317253,200.130352,140.301124,547.757475,"Census Tract 402"
2020,25025040300,95.65075,292.852304,272.516308,2698.980637,"Census Tract 403"
2020,25025040401,84.39333,514.89625,387.5197,1300.85724,"Census Tract 404.01"
2020,25025040600,26.911585,360.096805,236.876463,2575.941195,"Census Tract 406"
2020,25025040801,435.995658,345.266017,330.107154,1958.631171,"Census Tract 408.01"
2020,25025050101,1154.402706,716.900945,509.870078,936.238183,"Census Tract 501.01"
2020,25025050200,1036.65526,702.07211,524.63175,1205.14634,"Census Tract 502"
2020,25025050300,560.177611,614.937181,452.011996,1317.093005,"Census Tract 503"
2020,25025050400,359.451656,329.253891,126.806229,940.916477,"Census Tract 504"
2020,25025050500,277.985239,286.455291,105.352211,840.207257,"Census Tract 505"
2020,25025050600,428.8235561,417.7441441,221.6352261,331.7970738,"Census Tract 506"
2020,25025050700,857.470509,716.384189,381.734099,1036.411202,"Census Tract 507"
2020,25025050901,818.65709,863.74134,601.32693,487.27464,"Census Tract 509.01"
2020,25025051000,521.277379,932.48554,629.739892,1070.76391,"Census Tract 510"
2020,25025051101,830.633856,1552.01837,1032.721238,1163.153027,"Census Tract 511.01"
2020,25025051200,243.37173,327.932529,344.769732,1715.999969,"Census Tract 512"
2020,25025060101,9.832817,275.629083,415.563981,2347.35055,"Census Tract 601.01"
2020,25025060200,34.929259,243.422575,158.842243,1361.475374,"Census Tract 602"
2020,25025060301,47.871004,341.895019,511.138475,2110.036685,"Census Tract 603.01"
2020,25025060400,110.82812,606.16381,253.96417,3489.28686,"Census Tract 604"
2020,25025060501,92.23437,308.38397,355.46484,3197.05512,"Census Tract 605.01"
2020,25025060601,43.285853,233.416467,111.66266,1557.678306,"Census Tract 606.01"
2020,25025060602,0,12.432492,39.751766,236.586715,"Census Tract 606.02"
2020,25025060603,0,22.13401,10.8678,1418.49033,"Census Tract 606.03"
2020,25025060604,0,20.602153,125.595007,2726.475264,"Census Tract 606.04"
2020,25025060700,258.913467,342.546888,308.274326,53.534465,"Census Tract 607"
2020,25025060800,192.4125,224.85227,276.9197,3200.92882,"Census Tract 608"
2020,25025061000,270.473419,369.874812,205.925665,1068.557586,"Census Tract 610"
2020,25025061101,364.17776,689.46204,307.89076,387.69164,"Census Tract 611.01"
2020,25025061201,0,197.675873,77.935728,1427.273597,"Census Tract 612.01"
2020,25025061202,0,0,0,0,"Census Tract 612.02"
2020,25025061203,107.966147,144.052062,242.197339,1825.784452,"Census Tract 612.03"
2020,25025061204,0,18.114033,68.140864,788.981153,"Census Tract 612.04"
2020,25025070102,348.675,239.62742,119.48859,1546.14949,"Census Tract 701.02"
2020,25025070103,50.07424,96.340641,0,436.077459,"Census Tract 701.03"
2020,25025070104,29.651613,98.149671,203.845375,2057.546274,"Census Tract 701.04"
2020,25025070201,547.239382,385.643843,86.953825,927.134875,"Census Tract 702.01"
2020,25025070202,667.17511,803.53655,444.61249,1900.92829,"Census Tract 702.02"
2020,25025070301,115.126421,22.983175,95.632969,1672.622815,"Census Tract 703.01"
2020,25025070302,81.823486,297.113479,114.423972,1340.898996,"Census Tract 703.02"
2020,25025070402,626.453181,540.649827,388.6913,2239.209781,"Census Tract 704.02"
2020,25025070501,68.807175,15.302416,131.755245,1650.41144,"Census Tract 705.01"
2020,25025070502,720.930546,369.191771,365.168236,1290.117133,"Census Tract 705.02"
2020,25025070600,31.661819,71.896087,67.711833,1733.169124,"Census Tract 706"
2020,25025070700,118.356393,264.562214,236.494527,1395.762185,"Census Tract 707"
2020,25025070801,58.596185,20.833333,160.899304,403.266536,"Census Tract 708.01"
2020,25025070802,84.318632,201.700336,194.757406,1679.030171,"Census Tract 708.02"
2020,25025070901,95.484879,214.926797,179.417382,277.272109,"Census Tract 709.01"
2020,25025070902,191.252331,103.37359,165.517833,1332.682418,"Census Tract 709.02"
2020,25025071101,296.869288,442.811978,899.933455,1778.597586,"Census Tract 711.01"
2020,25025071201,587.142471,533.719178,393.607567,1262.847086,"Census Tract 712.01"
2020,25025080100,498.476976,606.350117,462.919142,587.024801,"Census Tract 801"
2020,25025080300,278.643936,271.703073,418.91193,423.741059,"Census Tract 803"
2020,25025080401,510.91293,904.96736,489.2152,434.21334,"Census Tract 804.01"
2020,25025080500,363.84742,520.81714,522.3241,592.27871,"Census Tract 805"
2020,25025080601,321.111838,177.187557,363.961744,360.433962,"Census Tract 806.01"
2020,25025080801,741.12074,310.15307,444.27884,291.69176,"Census Tract 808.01"
2020,25025080900,59.060879,171.354418,281.149077,1697.949392,"Census Tract 809"
2020,25025081001,663.971298,871.114121,471.252158,1414.750882,"Census Tract 810.01"
2020,25025081101,117.438203,102.382022,39.481101,1135.175397,"Census Tract 811.01"
2020,25025081102,219.736433,321.563138,276.279189,1052.421241,"Census Tract 811.02"
2020,25025081200,703.90635,580.51932,459.98324,501.49185,"Census Tract 812"
2020,25025081301,554.86506,325.30302,364.14982,436.72257,"Census Tract 813.01"
2020,25025081302,679.8492,590.16492,367.44146,368.66154,"Census Tract 813.02"
2020,25025081400,231.15661,489.1048,201.68465,1433.02394,"Census Tract 814"
2020,25025081500,372.823666,408.616617,213.293835,628.265882,"Census Tract 815"
2020,25025081700,476.479296,753.752934,611.834847,816.672325,"Census Tract 817"
2020,25025081800,478.514633,637.225044,757.898326,497.361998,"Census Tract 818"
2020,25025081900,326.326437,424.918722,882.949938,741.804904,"Census Tract 819"
2020,25025082000,449.749547,552.045319,416.02138,706.627574,"Census Tract 820"
2020,25025082100,543.37686,1387.06325,988.62031,400.93958,"Census Tract 821"
2020,25025090100,545.39219,1188.01857,892.919577,599.669663,"Census Tract 901"
2020,25025090200,335.576409,342.730877,323.247859,372.061837,"Census Tract 902"
2020,25025090300,614.210386,773.961021,381.641093,409.1875,"Census Tract 903"
2020,25025090400,363.207222,835.112143,854.243777,520.327036,"Census Tract 904"
2020,25025090600,382.328086,592.888842,316.558475,326.220928,"Census Tract 906"
2020,25025090700,279.01675,628.641625,451.286018,2554.586155,"Census Tract 907"
2020,25025090901,237.088941,372.809683,473.577161,1067.12682,"Census Tract 909.01"
2020,25025091001,298.739228,352.03508,430.369764,1599.658171,"Census Tract 910.01"
2020,25025091100,322.77131,873.62245,533.7672,1928.83907,"Census Tract 911"
2020,25025091200,259.821887,564.806542,536.073009,838.298563,"Census Tract 912"
2020,25025091300,462.527108,400.014587,402.772661,420.685644,"Census Tract 913"
2020,25025091400,279.590199,632.472131,528.719688,532.710636,"Census Tract 914"
2020,25025091500,494.133238,872.341348,506.869748,1122.655666,"Census Tract 915"
2020,25025091600,747.22482,627.55267,383.51266,410.70986,"Census Tract 916"
2020,25025091700,510.217507,490.926703,361.180389,581.675399,"Census Tract 917"
2020,25025091800,479.063431,998.458743,670.274377,236.203448,"Census Tract 918"
2020,25025091900,577.918,1061.85923,451.39529,573.82745,"Census Tract 919"
2020,25025092000,726.638677,1114.706616,773.286781,803.367924,"Census Tract 920"
2020,25025092101,1499.61776,1082.52586,865.00336,1446.85304,"Census Tract 921.01"
2020,25025092200,357.620874,481.365083,618.4556,1083.558443,"Census Tract 922"
2020,25025092300,531.703539,510.095257,601.004126,429.19708,"Census Tract 923"
2020,25025092400,773.63172,1455.40273,1047.32228,325.64327,"Census Tract 924"
2020,25025100100,548.83408,908.54202,1411.36233,525.26158,"Census Tract 1001"
2020,25025100200,370.78045,607.24164,616.81673,219.16119,"Census Tract 1002"
2020,25025100300,302.546076,892.576374,762.142761,507.73479,"Census Tract 1003"
2020,25025100400,670.795715,849.63192,727.40441,1434.771141,"Census Tract 1004"
2020,25025100500,747.47408,927.60341,759.22694,1984.69557,"Census Tract 1005"
2020,25025100601,403.47807,940.221503,753.422302,1724.878127,"Census Tract 1006.01"
2020,25025100603,94.446264,469.884109,194.039045,870.630579,"Census Tract 1006.03"
2020,25025100700,250.003355,745.573566,717.347699,1602.075379,"Census Tract 1007"
2020,25025100800,289.527342,1047.568746,1214.312464,1894.591449,"Census Tract 1008"
2020,25025100900,342.906448,787.830138,773.847139,1161.416276,"Census Tract 1009"
2020,25025101001,540.234165,1126.942427,1472.979231,881.844179,"Census Tract 1010.01"
2020,25025101002,576.911897,1369.521559,1190.957797,801.608748,"Census Tract 1010.02"
2020,25025101101,360.169422,558.751004,735.217914,640.861661,"Census Tract 1011.01"
2020,25025101102,578.07803,931.07241,853.45227,569.3973,"Census Tract 1011.02"
2020,25025110104,340.959697,331.052415,304.151764,413.836122,"Census Tract 1101.04"
2020,25025110105,63.38321,97.58065,209.29946,1579.06342,"Census Tract 1101.05"
2020,25025110106,65.515423,257.341044,127.077618,611.476427,"Census Tract 1101.06"
2020,25025110201,244.176475,344.837704,441.216277,388.769544,"Census Tract 1102.01"
2020,25025110301,231.880532,357.529282,361.940032,913.164279,"Census Tract 1103.01"
2020,25025110401,362.770784,549.67817,444.063005,1266.488042,"Census Tract 1104.01"
2020,25025110403,214.520529,656.640857,648.192185,1744.646429,"Census Tract 1104.03"
2020,25025110501,75.824649,254.814116,445.687294,1677.673941,"Census Tract 1105.01"
2020,25025110502,430.955732,452.465006,439.688469,1684.890793,"Census Tract 1105.02"
2020,25025110601,79.683988,256.063927,338.724514,1409.527572,"Census Tract 1106.01"
2020,25025110607,116.30347,851.59111,571.25096,2653.85446,"Census Tract 1106.07"
2020,25025120103,11.476744,56.340157,109.811522,1096.371577,"Census Tract 1201.03"
2020,25025120104,40.908101,175.825874,113.343703,1555.92232,"Census Tract 1201.04"
2020,25025120105,42.436779,189.455736,157.893948,1517.485429,"Census Tract 1201.05"
2020,25025120201,242.547414,341.452266,474.691604,2725.22214,"Census Tract 1202.01"
2020,25025120301,292.03337,482.18322,563.61485,2616.56221,"Census Tract 1203.01"
2020,25025120400,167.151218,383.493698,451.200684,3888.154399,"Census Tract 1204"
2020,25025120500,244.080424,179.79638,155.99392,1226.5474,"Census Tract 1205"
2020,25025120600,94.395563,185.57106,206.639977,1539.393402,"Census Tract 1206"
2020,25025120700,86.46056,131.456634,95.259889,1440.822918,"Census Tract 1207"
2020,25025130101,65.640805,555.908817,847.734102,3190.716278,"Census Tract 1301.01"
2020,25025130200,120.342311,470.58926,426.039092,2511.029339,"Census Tract 1302"
2020,25025130300,22.253884,267.411272,384.532895,2593.801949,"Census Tract 1303"
2020,25025130402,137.5263,578.43421,726.25374,2240.78574,"Census Tract 1304.02"
2020,25025130404,246.006847,398.984801,556.530699,1158.477651,"Census Tract 1304.04"
2020,25025130406,559.24981,1027.58196,1028.52114,1236.19308,"Census Tract 1304.06"
2020,25025140102,155.029979,817.479371,1050.481175,1405.009475,"Census Tract 1401.02"
2020,25025140105,368.683647,542.795625,714.871543,988.649185,"Census Tract 1401.05"
2020,25025140106,296.596575,329.047045,443.632863,417.535642,"Census Tract 1401.06"
2020,25025140107,289.89173,480.755065,396.399795,827.730922,"Census Tract 1401.07"
2020,25025140201,145.0439742,490.8711756,516.1457473,480.1433987,"Census Tract 1402.01"
2020,25025140202,408.31997,1094.97956,1191.14157,1343.5589,"Census Tract 1402.02"
2020,25025140300,508.5305478,1460.8609702,1417.1213621,1508.4871199,"Census Tract 1403"
2020,25025140400,1178.9475,1319.99714,1513.6242,1708.43115,"Census Tract 1404"
2020,25025980101,0,0,0,0,"Census Tract 9801.01"
2020,25025980300,31.5923385,61.1477797,5.1331213,5.1267606,"Census Tract 9803"
2020,25025980700,0,0,0,0,"Census Tract 9807"
2020,25025980900,29,6.666667,5.333333,21,"Census Tract 9809"
2020,25025981000,0,1.0666667,0.9333333,0,"Census Tract 9810"
2020,25025981100,21.942857,43.104433,19.152709,4.8,"Census Tract 9811"
2020,25025981201,0,0,0,0,"Census Tract 9812.01"
2020,25025981202,0,1.0222222,0.7111111,0.2666667,"Census Tract 9812.02"
2020,25025981300,0,0,0,47,"Census Tract 9813"
2020,25025981501,0,0,0,0,"Census Tract 9815.01"
2020,25025981600,0,0,0,0,"Census Tract 9816"
2020,25025981700,0,0,0,0,"Census Tract 9817"
2020,25025981800,0,0,0,5,"Census Tract 9818"
2020,25025981900,0,0,0,0,"Census Tract 9819"
2020,25025990101,0,0,0,0,"Census Tract 9901.01"
2024,25025000101,3.388141,131.02237,138.976481,1118.194667,"Census Tract 1.01"
2024,25025000102,503.49393,510.56993,475.52315,1876.50917,"Census Tract 1.02"
2024,25025000201,275.96962,228.0953,469.83728,2047.99786,"Census Tract 2.01"
2024,25025000202,466.479368,498.696752,371.971673,1718.248861,"Census Tract 2.02"
2024,25025000301,163.857869,300.157747,227.024162,1786.457707,"Census Tract 3.01"
2024,25025000302,155.91516,225.79395,359.44791,1689.53632,"Census Tract 3.02"
2024,25025000401,227.400963,503.668216,679.212114,3222.911583,"Census Tract 4.01"
2024,25025000402,55.55522,200.728566,228.416389,2172.309897,"Census Tract 4.02"
2024,25025000502,4.348775,306.6402,207.718205,2943.225877,"Census Tract 5.02"
2024,25025000503,47.312842,90.253638,243.203145,1478.925911,"Census Tract 5.03"
2024,25025000505,15.646398,182.238145,218.689549,1246.538429,"Census Tract 5.05"
2024,25025000506,36.057528,146.71878,119.501684,1974.721588,"Census Tract 5.06"
2024,25025000601,263.173287,229.921405,288.902832,2116.074711,"Census Tract 6.01"
2024,25025000603,141.19875,308.61385,179.41167,1018.59571,"Census Tract 6.03"
2024,25025000604,59.197946,415.57922,171.697215,1248.845655,"Census Tract 6.04"
2024,25025000701,53.870716,161.010269,240.049518,2694.697757,"Census Tract 7.01"
2024,25025000703,0,69.41989,79.66222,1226.58852,"Census Tract 7.03"
2024,25025000704,204.798372,260.345497,366.252619,2696.825182,"Census Tract 7.04"
2024,25025000804,19.19951,491.71463,678.49579,2199.45487,"Census Tract 8.04"
2024,25025000805,214.7103,155.71865,240.64325,2834.79169,"Census Tract 8.05"
2024,25025000806,27.710304,18.211514,93.821261,1787.718918,"Census Tract 8.06"
2024,25025000807,6.3244203,658.9908725,13.4681986,625.7069132,"Census Tract 8.07"
2024,25025010103,0,11.341046,73.840804,636.050058,"Census Tract 101.03"
2024,25025010104,95.347938,156.484034,135.941675,2168.927644,"Census Tract 101.04"
2024,25025010204,61.286302,24.998457,217.316869,2170.827126,"Census Tract 102.04"
2024,25025010205,49.504063,280.276593,175.081035,3666.151526,"Census Tract 102.05"
2024,25025010206,123.854596,146.866391,183.586446,1532.238245,"Census Tract 102.06"
2024,25025010300,57.573357,24.940694,57.712064,437.941719,"Census Tract 103"
2024,25025010403,26.4594,110.45067,443.44338,1674.65479,"Census Tract 104.03"
2024,25025010404,71.316403,151.55024,140.411606,1069.026465,"Census Tract 104.04"
2024,25025010405,240.3224295,383.6328883,272.316001,411.8029555,"Census Tract 104.05"
2024,25025010408,23.166267,45.168599,154.890807,796.825106,"Census Tract 104.08"
2024,25025010500,36.917576,135.093181,250.175536,1921.098307,"Census Tract 105"
2024,25025010600,94.490626,155.452631,216.575165,2713.223845,"Census Tract 106"
2024,25025010701,0,28.418178,149.339206,1732.653898,"Census Tract 107.01"
2024,25025010702,11.107479,38.393685,131.505993,1903.086824,"Census Tract 107.02"
2024,25025010801,13.429119,150.22101,161.18105,2033.565828,"Census Tract 108.01"
2024,25025010802,28.046916,70.233415,114.394369,2297.364444,"Census Tract 108.02"
2024,25025020101,2.881398,108.654147,272.38022,3217.964985,"Census Tract 201.01"
2024,25025020200,115.25656,0,315.85734,2555.20536,"Census Tract 202"
2024,25025020301,43.325142,263.944011,132.637483,1620.046558,"Census Tract 203.01"
2024,25025020302,22.759763,15.620865,35.960164,966.806448,"Census Tract 203.02"
2024,25025020304,3.295675,179.433903,118.027155,1361.527993,"Census Tract 203.04"
2024,25025020305,251.154145,261.38719,306.552701,3321.457594,"Census Tract 203.05"
2024,25025030100,106.294435,125.918832,83.803856,1290.905164,"Census Tract 301"
2024,25025030200,45.158067,146.925165,117.967143,1091.78112,"Census Tract 302"
2024,25025030301,0,3.630825,139.180938,1209.764896,"Census Tract 303.01"
2024,25025030302,51.349663,226.337277,260.432058,1166.335976,"Census Tract 303.02"
2024,25025030400,76.608892,242.322106,436.864269,2685.141559,"Census Tract 304"
2024,25025030500,122.266158,219.809739,187.095631,1524.911708,"Census Tract 305"
2024,25025040100,79.244636,213.871513,152.34449,1515.565217,"Census Tract 401"
2024,25025040200,144.808257,219.424258,142.311253,524.990294,"Census Tract 402"
2024,25025040300,95.162997,313.553371,289.266624,2628.427453,"Census Tract 403"
2024,25025040401,89.47502,529.20053,381.54091,1303.77126,"Census Tract 404.01"
2024,25025040600,30.204931,377.681632,246.346592,2557.006423,"Census Tract 406"
2024,25025040801,490.502546,371.302349,342.330163,1948.501725,"Census Tract 408.01"
2024,25025050101,1226.2544,748.27442,537.1905,987.5208,"Census Tract 501.01"
2024,25025050200,1090.673515,745.646981,551.794364,1240.794413,"Census Tract 502"
2024,25025050300,641.58498,676.451995,505.674507,1505.009718,"Census Tract 503"
2024,25025050400,393.884677,355.091097,139.696923,1021.388746,"Census Tract 504"
2024,25025050500,288.90753,306.28603,108.62678,886.89678,"Census Tract 505"
2024,25025050600,456.911925,438.788947,232.613464,337.599597,"Census Tract 506"
2024,25025050700,911.38417,777.63613,395.63899,1093.24011,"Census Tract 507"
2024,25025050901,849.97985,916.58766,624.97212,504.66699,"Census Tract 509.01"
2024,25025051000,566.927406,1052.883184,683.437476,1246.329136,"Census Tract 510"
2024,25025051101,878.776718,1694.615288,1080.939663,1254.585519,"Census Tract 511.01"
2024,25025051200,270.289528,353.969235,361.23001,1795.709644,"Census Tract 512"
2024,25025060101,11.53494,305.15833,442.62476,2412.23731,"Census Tract 601.01"
2024,25025060200,37.039742,268.933107,177.050362,1379.435271,"Census Tract 602"
2024,25025060301,53.460936,375.22177,546.097268,2155.396883,"Census Tract 603.01"
2024,25025060400,122.93164,678.71807,273.03936,3546.94719,"Census Tract 604"
2024,25025060501,100.95202,329.94978,379.35752,3217.38797,"Census Tract 605.01"
2024,25025060601,50.19372,248.52467,115.829043,1582.334688,"Census Tract 606.01"
2024,25025060602,7.598976,24.630292,49.376948,273.429151,"Census Tract 606.02"
2024,25025060603,0,28.52311,15.89758,1787.95049,"Census Tract 606.03"
2024,25025060604,0,30.88648,174.0827,3289.0973,"Census Tract 606.04"
2024,25025060700,286.547834,431.889898,289.142987,86.906633,"Census Tract 607"
2024,25025060800,222.70969,240.46714,307.53773,3224.30516,"Census Tract 608"
2024,25025061000,297.454527,420.100208,210.365423,1167.256282,"Census Tract 610"
2024,25025061101,392.17661,760.25179,319.9375,361.48861,"Census Tract 611.01"
2024,25025061201,0,203.95714,80.843799,1462.817634,"Census Tract 612.01"
2024,25025061202,0,0,0,0,"Census Tract 612.02"
2024,25025061203,114.999381,151.800405,254.298597,1850.571216,"Census Tract 612.03"
2024,25025061204,0,31.356043,115.382462,952.587563,"Census Tract 612.04"
2024,25025070102,402.4885,264.87961,126.96645,1622.05602,"Census Tract 701.02"
2024,25025070103,52.983169,94.215056,0,436.330471,"Census Tract 701.03"
2024,25025070104,34.51459,100.63388,237.14265,2374.16859,"Census Tract 701.04"
2024,25025070201,606.242986,418.841195,93.430491,974.982713,"Census Tract 702.01"
2024,25025070202,691.77454,811.49185,446.25674,1968.99966,"Census Tract 702.02"
2024,25025070301,130.153064,22.980839,111.433909,1738.749338,"Census Tract 703.01"
2024,25025070302,91.994695,335.778417,120.418438,1508.107091,"Census Tract 703.02"
2024,25025070402,712.556109,607.514956,432.451651,2648.751928,"Census Tract 704.02"
2024,25025070501,86.381129,18.933034,135.923993,1716.255584,"Census Tract 705.01"
2024,25025070502,809.128121,396.094552,392.715317,1329.207368,"Census Tract 705.02"
2024,25025070600,38.077673,78.637991,71.954148,1800.892426,"Census Tract 706"
2024,25025070700,135.827993,270.870033,249.086823,1482.539299,"Census Tract 707"
2024,25025070801,63.509198,23.533781,155.903049,408.141018,"Census Tract 708.01"
2024,25025070802,98.864071,212.685576,202.918256,1753.703089,"Census Tract 708.02"
2024,25025070901,101.941548,224.346182,181.881402,270.812239,"Census Tract 709.01"
2024,25025070902,220.56885,112.60982,174.26066,1360.72046,"Census Tract 709.02"
2024,25025071101,339.334434,467.399337,963.719468,1812.264004,"Census Tract 711.01"
2024,25025071201,683.401238,597.440826,446.663005,1476.670601,"Census Tract 712.01"
2024,25025080100,505.30182,606.427905,459.617363,589.504491,"Census Tract 801"
2024,25025080300,269.873856,275.987319,418.05554,421.745193,"Census Tract 803"
2024,25025080401,518.08231,932.78542,492.32041,452.18299,"Census Tract 804.01"
2024,25025080500,383.51424,524.99365,514.68411,576.56465,"Census Tract 805"
2024,25025080601,330.599077,177.926183,357.469613,355.205629,"Census Tract 806.01"
2024,25025080801,792.62757,314.5697,424.95025,269.34775,"Census Tract 808.01"
2024,25025080900,59.291456,161.101441,292.79763,1975.461272,"Census Tract 809"
2024,25025081001,680.979694,864.850953,449.075184,1374.593197,"Census Tract 810.01"
2024,25025081101,123.566279,107.724448,40.566635,1139.843494,"Census Tract 811.01"
2024,25025081102,228.265058,322.111232,284.083159,1063.100783,"Census Tract 811.02"
2024,25025081200,742.88441,589.9554,483.00575,516.04821,"Census Tract 812"
2024,25025081301,628.86947,356.96584,440.61013,489.12289,"Census Tract 813.01"
2024,25025081302,702.88027,599.82194,367.59185,374.8788,"Census Tract 813.02"
2024,25025081400,238.774737,506.777164,208.164732,1465.209759,"Census Tract 814"
2024,25025081500,374.124116,405.624181,211.853497,635.05686,"Census Tract 815"
2024,25025081700,505.006631,777.130996,609.115288,811.880258,"Census Tract 817"
2024,25025081800,486.380788,639.197831,755.076047,498.047991,"Census Tract 818"
2024,25025081900,332.891883,419.003722,877.253068,745.308366,"Census Tract 819"
2024,25025082000,450.938401,567.833794,409.367797,710.47712,"Census Tract 820"
2024,25025082100,563.84134,1384.08112,973.98926,395.30913,"Census Tract 821"
2024,25025090100,539.603467,1167.374751,861.061099,567.4338,"Census Tract 901"
2024,25025090200,334.954422,336.114757,310.425369,342.540301,"Census Tract 902"
2024,25025090300,586.982784,732.383311,365.913808,391.356197,"Census Tract 903"
2024,25025090400,366.420717,845.145999,853.474689,518.291824,"Census Tract 904"
2024,25025090600,393.734752,598.99967,312.752103,325.732481,"Census Tract 906"
2024,25025090700,304.827525,653.679359,457.989034,2594.626734,"Census Tract 907"
2024,25025090901,245.361399,375.277026,477.613158,1067.643241,"Census Tract 909.01"
2024,25025091001,312.092015,359.517926,460.534407,1754.641739,"Census Tract 910.01"
2024,25025091100,335.21656,903.94463,547.77776,1962.3742,"Census Tract 911"
2024,25025091200,270.088857,582.104397,546.658175,841.302073,"Census Tract 912"
2024,25025091300,492.050821,415.167705,423.877389,439.538945,"Census Tract 913"
2024,25025091400,290.5671,653.858445,539.45843,535.918426,"Census Tract 914"
2024,25025091500,510.973337,902.76164,517.05205,1136.05952,"Census Tract 915"
2024,25025091600,749.801648,619.101812,373.357584,391.869777,"Census Tract 916"
2024,25025091700,516.044639,473.008577,353.773758,545.278428,"Census Tract 917"
2024,25025091800,479.000918,956.705831,647.826401,237.138988,"Census Tract 918"
2024,25025091900,566.55702,1051.8721,436.33375,536.66234,"Census Tract 919"
2024,25025092000,736.729632,1126.700276,729.62661,763.796096,"Census Tract 920"
2024,25025092101,1522.19837,1075.82004,841.11927,1404.33277,"Census Tract 921.01"
2024,25025092200,364.029132,486.14144,615.640211,1053.015339,"Census Tract 922"
2024,25025092300,520.1387102,507.4912921,591.9961671,406.7521027,"Census Tract 923"
2024,25025092400,778.2593,1386.40184,980.9976,318.18911,"Census Tract 924"
2024,25025100100,553.1667,871.94488,1353.03411,505.91345,"Census Tract 1001"
2024,25025100200,372.51754,578.74534,601.38084,213.27923,"Census Tract 1002"
2024,25025100300,310.793362,894.157097,736.270927,478.063142,"Census Tract 1003"
2024,25025100400,684.50074,835.611156,726.401131,1408.466799,"Census Tract 1004"
2024,25025100500,745.88387,935.06042,745.45879,1931.62136,"Census Tract 1005"
2024,25025100601,407.879285,940.072452,753.292528,1676.554023,"Census Tract 1006.01"
2024,25025100603,98.552977,482.863113,199.785844,901.297092,"Census Tract 1006.03"
2024,25025100700,261.535872,766.154028,728.520303,1570.54767,"Census Tract 1007"
2024,25025100800,303.305217,1065.585636,1220.838553,1878.389949,"Census Tract 1008"
2024,25025100900,363.613952,817.532305,807.48182,1182.989738,"Census Tract 1009"
2024,25025101001,594.986323,1157.806369,1522.751593,910.344806,"Census Tract 1010.01"
2024,25025101002,631.054392,1414.454346,1219.803389,842.035533,"Census Tract 1010.02"
2024,25025101101,391.98083,588.67951,769.84845,668.48783,"Census Tract 1011.01"
2024,25025101102,619.04146,934.87452,853.6349,571.24402,"Census Tract 1011.02"
2024,25025110104,337.159946,333.406368,295.258344,397.573317,"Census Tract 1101.04"
2024,25025110105,65.07256,111.35204,215.37782,1737.26371,"Census Tract 1101.05"
2024,25025110106,66.787437,279.42135,125.359967,634.143342,"Census Tract 1101.06"
2024,25025110201,257.23868,345.86505,437.05973,374.87636,"Census Tract 1102.01"
2024,25025110301,240.89245,368.08093,365.20158,899.9534,"Census Tract 1103.01"
2024,25025110401,397.817608,554.054464,438.734218,1254.755143,"Census Tract 1104.01"
2024,25025110403,234.637327,658.922914,661.507547,1739.886901,"Census Tract 1104.03"
2024,25025110501,81.445085,255.677355,447.431146,1691.706683,"Census Tract 1105.01"
2024,25025110502,446.565387,447.483432,459.962365,1697.400372,"Census Tract 1105.02"
2024,25025110601,85.927996,271.541939,348.2688,1420.985814,"Census Tract 1106.01"
2024,25025110607,123.71297,869.87915,587.40566,2684.02723,"Census Tract 1106.07"
2024,25025120103,13.122372,59.319072,112.446203,1143.239769,"Census Tract 1201.03"
2024,25025120104,42.713089,178.732391,116.538539,1590.185452,"Census Tract 1201.04"
2024,25025120105,47.412155,200.573044,168.158778,1594.852494,"Census Tract 1201.05"
2024,25025120201,265.284717,359.928823,495.698742,2803.176278,"Census Tract 1202.01"
2024,25025120301,311.05817,503.91745,580.67459,2714.18376,"Census Tract 1203.01"
2024,25025120400,178.693031,400.404752,465.585308,4028.987549,"Census Tract 1204"
2024,25025120500,271.188654,184.970116,159.512911,1241.309944,"Census Tract 1205"
2024,25025120600,102.905396,193.481097,209.879567,1553.840049,"Census Tract 1206"
2024,25025120700,94.309444,133.711662,104.242218,1487.096901,"Census Tract 1207"
2024,25025130101,67.084399,584.301907,874.096616,3209.362377,"Census Tract 1301.01"
2024,25025130200,131.313318,491.511765,450.294373,2536.668335,"Census Tract 1302"
2024,25025130300,23.652182,277.266597,411.253753,2597.242274,"Census Tract 1303"
2024,25025130402,149.21571,615.2003,804.18998,2319.42972,"Census Tract 1304.02"
2024,25025130404,253.359326,416.084953,563.622047,1174.253785,"Census Tract 1304.04"
2024,25025130406,574.92927,1013.0251,1002.33846,1230.54362,"Census Tract 1304.06"
2024,25025140102,162.77329,820.82115,1039.41503,1370.33999,"Census Tract 1401.02"
2024,25025140105,383.993974,547.829429,707.082906,973.806312,"Census Tract 1401.05"
2024,25025140106,309.574368,328.48459,444.7775,405.711268,"Census Tract 1401.06"
2024,25025140107,306.752973,477.928066,396.826269,804.782247,"Census Tract 1401.07"
2024,25025140201,145.7207241,502.5089458,498.7394709,452.9307298,"Census Tract 1402.01"
2024,25025140202,429.72879,1129.32203,1167.17973,1294.81157,"Census Tract 1402.02"
