"YEAR","GEOID","male","female","NAME","landarea_sqmiles","occ_hu"
1990,25025010701,1277,1419,"Census Tract 107.01",0.078000744,1553
1990,25025010702,1227,1363,"Census Tract 107.02",0.115898602,1491
1990,25025010801,1521,1649,"Census Tract 108.01",0.050980543,1773
1990,25025010802,1586,1718,"Census Tract 108.02",0.060551243,1846
1990,25025020101,2124,2368,"Census Tract 201.01",0.084701161,2708
1990,25025020200,1636,1754,"Census Tract 202",0.041813705,2093
1990,25025020301,1067,929,"Census Tract 203.01",0.101462628,1167
1990,25025020302,675,583,"Census Tract 203.02",0.02964724,733
1990,25025020304,62,54,"Census Tract 203.04",0.056005663,67
1990,25025020305,826,713,"Census Tract 203.05",0.114970798,898
1990,25025030100,858,1098,"Census Tract 301",0.029862685,1171
1990,25025030200,698,896,"Census Tract 302",0.022494698,929
1990,25025030301,615,633,"Census Tract 303.01",0.059533092,711
1990,25025030302,621,643,"Census Tract 303.02",0.184320537,720
1990,25025030400,1652,1953,"Census Tract 304",0.063772494,2163
1990,25025030500,923,1159,"Census Tract 305",0.073834316,1206
1990,25025040100,859,1048,"Census Tract 401",0.101973827,1029
1990,25025040200,642,788,"Census Tract 402",0.054554691,614
1990,25025040300,1788,2149,"Census Tract 403",0.10795648,1760
1990,25025040401,1019,1214,"Census Tract 404.01",0.167337834,949
1990,25025040600,1017,1151,"Census Tract 406",0.554860848,975
1990,25025040801,1300,1573,"Census Tract 408.01",0.366971569,1514
1990,25025050101,1986,2083,"Census Tract 501.01",0.115741844,1648
1990,25025050200,1999,1993,"Census Tract 502",0.093927458,1534
1990,25025050300,817,939,"Census Tract 503",0.137194452,740
1990,25025050400,1074,1029,"Census Tract 504",0.050958149,978
1990,25025050500,892,720,"Census Tract 505",0.105113224,624
1990,25025050600,827,774,"Census Tract 506",0.0663532,674
1990,25025050700,1552,1596,"Census Tract 507",0.103450282,1312
1990,25025050901,1604,1548,"Census Tract 509.01",0.237799161,1204
1990,25025051000,1835,2105,"Census Tract 510",0.402789494,1607
1990,25025051101,2421,2794,"Census Tract 511.01",0.447645684,2059
1990,25025051200,1170,1182,"Census Tract 512",0.1657969,1037
1990,25025060101,1556,1677,"Census Tract 601.01",0.114140678,1429
1990,25025060200,999,1133,"Census Tract 602",0.065786016,925
1990,25025060301,1481,1725,"Census Tract 603.01",0.105220174,1458
1990,25025060400,2260,2705,"Census Tract 604",0.154162484,2205
1990,25025060501,1936,1623,"Census Tract 605.01",0.158974475,1451
1990,25025060601,450,351,"Census Tract 606.01",0.054182488,375
1990,25025060602,30,24,"Census Tract 606.02",0.166839762,26
1990,25025060603,20,16,"Census Tract 606.03",0.153757463,16
1990,25025060604,64,50,"Census Tract 606.04",0.160740892,54
1990,25025060700,575,871,"Census Tract 607",0.049508721,544
1990,25025060800,1569,1538,"Census Tract 608",0.13243806,1437
1990,25025061000,1171,1577,"Census Tract 610",0.06161341,1214
1990,25025061101,848,1245,"Census Tract 611.01",0.063815737,1020
1990,25025061201,745,657,"Census Tract 612.01",0.216994432,666
1990,25025061202,,,"Census Tract 612.02",0.147031563,0
1990,25025061203,219,199,"Census Tract 612.03",0.136182865,208
1990,25025061204,42,38,"Census Tract 612.04",0.159165209,40
1990,25025070102,440,385,"Census Tract 701.02",0.053658934,486
1990,25025070103,31,27,"Census Tract 701.03",0.041543048,34
1990,25025070104,167,146,"Census Tract 701.04",0.294131852,184
1990,25025070201,578,571,"Census Tract 702.01",0.05561068,418
1990,25025070202,1407,1340,"Census Tract 702.02",0.068935452,1186
1990,25025070301,1152,912,"Census Tract 703.01",0.055340408,1077
1990,25025070302,711,562,"Census Tract 703.02",0.074635092,664
1990,25025070402,855,940,"Census Tract 704.02",0.095440593,557
1990,25025070501,1189,882,"Census Tract 705.01",0.04743767,908
1990,25025070502,2147,1593,"Census Tract 705.02",0.06734278,1639
1990,25025070600,1431,969,"Census Tract 706",0.051365487,1280
1990,25025070700,1137,1009,"Census Tract 707",0.062817663,1074
1990,25025070801,482,382,"Census Tract 708.01",0.023642966,479
1990,25025070802,1345,1066,"Census Tract 708.02",0.050175134,1338
1990,25025070901,614,443,"Census Tract 709.01",0.02227462,516
1990,25025070902,1035,748,"Census Tract 709.02",0.042808305,870
1990,25025071101,1494,1055,"Census Tract 711.01",0.138622644,1300
1990,25025071201,952,731,"Census Tract 712.01",0.15918104,529
1990,25025080100,925,974,"Census Tract 801",0.396397187,582
1990,25025080300,1082,1321,"Census Tract 803",0.103797002,738
1990,25025080401,1244,1652,"Census Tract 804.01",0.170003869,1072
1990,25025080500,1382,1784,"Census Tract 805",0.09423827,1295
1990,25025080601,736,965,"Census Tract 806.01",0.216860069,695
1990,25025080801,1651,2311,"Census Tract 808.01",0.140884817,1097
1990,25025080900,1866,1485,"Census Tract 809",0.099032115,1474
1990,25025081001,2427,2464,"Census Tract 810.01",0.216102536,2151
1990,25025081101,571,664,"Census Tract 811.01",0.045476271,429
1990,25025081102,1178,1372,"Census Tract 811.02",0.145509548,878
1990,25025081200,1518,1772,"Census Tract 812",0.103962253,945
1990,25025081301,844,1003,"Census Tract 813.01",0.090988835,696
1990,25025081302,1179,1401,"Census Tract 813.02",0.133082078,974
1990,25025081400,1269,1292,"Census Tract 814",0.239568667,962
1990,25025081500,1051,1348,"Census Tract 815",0.129843453,766
1990,25025081700,1669,2044,"Census Tract 817",0.244740506,1398
1990,25025081800,1370,1544,"Census Tract 818",0.144372091,1164
1990,25025081900,1458,1834,"Census Tract 819",0.16732934,1187
1990,25025082000,1460,1728,"Census Tract 820",0.151412278,1163
1990,25025082100,2075,2553,"Census Tract 821",0.14308058,1828
1990,25025090100,1969,2371,"Census Tract 901",0.172573765,1450
1990,25025090200,890,1119,"Census Tract 902",0.105664964,664
1990,25025090300,1370,1592,"Census Tract 903",0.146870944,955
1990,25025090400,1334,1501,"Census Tract 904",0.164147086,859
1990,25025090600,941,1058,"Census Tract 906",0.116473508,552
1990,25025090700,2037,2155,"Census Tract 907",0.414312713,1752
1990,25025090901,979,1133,"Census Tract 909.01",0.452978913,848
1990,25025091001,1358,1453,"Census Tract 910.01",0.458021022,1179
1990,25025091100,2371,2351,"Census Tract 911",0.162951327,1688
1990,25025091200,1544,1750,"Census Tract 912",0.124947292,1166
1990,25025091300,1222,1365,"Census Tract 913",0.101374983,700
1990,25025091400,1010,1177,"Census Tract 914",0.125490924,616
1990,25025091500,2258,2262,"Census Tract 915",0.156049751,1371
1990,25025091600,1310,1442,"Census Tract 916",0.12091098,1049
1990,25025091700,1587,1728,"Census Tract 917",0.1115314,913
1990,25025091800,1746,1902,"Census Tract 918",0.166821615,977
1990,25025091900,1864,2152,"Census Tract 919",0.186094677,1155
1990,25025092000,2371,2593,"Census Tract 920",0.189089285,1425
1990,25025092101,2854,2984,"Census Tract 921.01",0.504290732,2096
1990,25025092200,1598,1684,"Census Tract 922",0.224914546,1108
1990,25025092300,1518,1826,"Census Tract 923",0.132423002,961
1990,25025092400,2495,3124,"Census Tract 924",0.229532328,1865
1990,25025100100,2182,2518,"Census Tract 1001",0.400228864,1465
1990,25025100200,1247,1472,"Census Tract 1002",0.135383247,792
1990,25025100300,1708,1923,"Census Tract 1003",0.189914771,1050
1990,25025100400,2436,2823,"Census Tract 1004",0.241796477,1677
1990,25025100500,3015,3156,"Census Tract 1005",0.331165999,2004
1990,25025100601,2515,2690,"Census Tract 1006.01",0.213354647,1974
1990,25025100603,906,1101,"Census Tract 1006.03",0.336872589,698
1990,25025100700,2111,2540,"Census Tract 1007",0.467614116,1879
1990,25025100800,2426,2849,"Census Tract 1008",0.67442742,2268
1990,25025100900,1898,2127,"Census Tract 1009",0.36810362,1428
1990,25025101001,2875,3176,"Census Tract 1010.01",0.502755976,2041
1990,25025101002,2561,2923,"Census Tract 1010.02",0.449781988,1811
1990,25025101101,1801,1762,"Census Tract 1011.01",0.226860501,988
1990,25025101102,2254,2598,"Census Tract 1011.02",0.216677443,1473
1990,25025110104,991,1084,"Census Tract 1101.04",0.1165793,702
1990,25025110105,1131,1227,"Census Tract 1101.05",0.134392123,796
1990,25025110106,658,714,"Census Tract 1101.06",0.082110029,463
1990,25025110201,846,961,"Census Tract 1102.01",0.13444386,733
1990,25025110301,1079,1124,"Census Tract 1103.01",0.315804925,852
1990,25025110401,1684,1876,"Census Tract 1104.01",0.201915985,1234
1990,25025110403,1984,2164,"Census Tract 1104.03",0.364042598,1588
1990,25025110501,1653,1756,"Census Tract 1105.01",0.250131264,1266
1990,25025110502,1789,1994,"Census Tract 1105.02",0.264209707,1520
1990,25025110601,1101,1366,"Census Tract 1106.01",0.543044192,921
1990,25025110607,2421,3174,"Census Tract 1106.07",0.433989637,1942
1990,25025120103,700,921,"Census Tract 1201.03",0.131346549,640
1990,25025120104,1048,1377,"Census Tract 1201.04",0.156680256,957
1990,25025120105,1129,1484,"Census Tract 1201.05",0.710337624,1032
1990,25025120201,1880,2003,"Census Tract 1202.01",0.275355704,1635
1990,25025120301,2497,2728,"Census Tract 1203.01",0.253905799,1580
1990,25025120400,2585,3108,"Census Tract 1204",0.386042699,2490
1990,25025120500,1296,1247,"Census Tract 1205",0.082512348,707
1990,25025120600,1197,1264,"Census Tract 1206",0.099342155,1000
1990,25025120700,1033,1123,"Census Tract 1207",0.119922558,917
1990,25025130101,2625,3352,"Census Tract 1301.01",1.030221718,2542
1990,25025130200,2217,2721,"Census Tract 1302",0.522263401,1854
1990,25025130300,2159,2488,"Census Tract 1303",0.556938464,1729
1990,25025130402,2306,2597,"Census Tract 1304.02",0.719645389,2122
1990,25025130404,1079,1426,"Census Tract 1304.04",0.618358051,1197
1990,25025130406,1840,2429,"Census Tract 1304.06",0.406296846,2040
1990,25025140102,1927,2103,"Census Tract 1401.02",0.806045785,1482
1990,25025140105,1539,1834,"Census Tract 1401.05",0.389679009,1304
1990,25025140106,995,1185,"Census Tract 1401.06",0.107659568,842
1990,25025140107,1133,1351,"Census Tract 1401.07",0.24222505,961
1990,25025140201,970,1078,"Census Tract 1402.01",0.510556784,791
1990,25025140202,2556,2843,"Census Tract 1402.02",0.594056395,2085
1990,25025140300,2542,2865,"Census Tract 1403",0.598025525,2147
1990,25025140400,3618,4105,"Census Tract 1404",0.723753129,2637
1990,25025980101,,,"Census Tract 9801.01",1.262676067,0
1990,25025980300,,,"Census Tract 9803",0.803593264,0
1990,25025980700,,,"Census Tract 9807",1.1154279,0
1990,25025980900,,,"Census Tract 9809",0.647580965,0
1990,25025981000,,,"Census Tract 9810",0.437910891,0
1990,25025981100,,,"Census Tract 9811",0.965124122,0
1990,25025981201,,,"Census Tract 9812.01",0.308712614,0
1990,25025981202,,,"Census Tract 9812.02",0.655004165,0
1990,25025981300,,,"Census Tract 9813",2.697552924,0
1990,25025981501,,,"Census Tract 9815.01",0.346621668,0
1990,25025981502,,,"Census Tract 9815.02",0.483474806,0
1990,25025981600,,,"Census Tract 9816",0.226634631,0
1990,25025981700,,,"Census Tract 9817",0.121145344,0
1990,25025981800,,,"Census Tract 9818",0.276000881,0
1990,25025981900,,,"Census Tract 9819",0.090295395,0
2000,25025000101,925,860,"Census Tract 1.01",0.096496196,703
2000,25025000102,1131,1052,"Census Tract 1.02",0.412138958,860
2000,25025000201,1935,1952,"Census Tract 2.01",0.231362838,1543
2000,25025000202,1858,2067,"Census Tract 2.02",0.232292958,1494
2000,25025000301,1399,1524,"Census Tract 3.01",0.220630743,1159
2000,25025000302,1405,1601,"Census Tract 3.02",0.227792165,1328
2000,25025000401,2703,3093,"Census Tract 4.01",0.166426247,2912
2000,25025000402,1836,1728,"Census Tract 4.02",0.311495638,1398
2000,25025000502,1417,1761,"Census Tract 5.02",0.327300344,1969
2000,25025000503,1159,1421,"Census Tract 5.03",0.054033839,1392
2000,25025000505,912,1117,"Census Tract 5.05",0.055747746,1095
2000,25025000506,1239,1518,"Census Tract 5.06",0.072937014,1487
2000,25025000601,1722,1691,"Census Tract 6.01",0.191223272,1387
2000,25025000603,1073,1132,"Census Tract 6.03",0.120651905,970
2000,25025000604,1291,1364,"Census Tract 6.04",0.11083603,1169
2000,25025000701,2238,2449,"Census Tract 7.01",0.088973381,2348
2000,25025000703,1214,1302,"Census Tract 7.03",0.06872657,1217
2000,25025000704,2430,2605,"Census Tract 7.04",0.092579189,2434
2000,25025000804,1939,1617,"Census Tract 8.04",0.234594127,1333
2000,25025000805,2415,2013,"Census Tract 8.05",0.14281108,1661
2000,25025000806,839,937,"Census Tract 8.06",0.547177415,324
2000,25025000807,834,930,"Census Tract 8.07",0.084399615,322
2000,25025010103,1623,2315,"Census Tract 101.03",0.111237962,402
2000,25025010104,2305,2699,"Census Tract 101.04",0.108757642,1938
2000,25025010204,1168,1467,"Census Tract 102.04",0.097842148,1218
2000,25025010205,1400,1089,"Census Tract 102.05",0.07056905,1610
2000,25025010206,925,722,"Census Tract 102.06",0.070378701,1051
2000,25025010300,1700,2208,"Census Tract 103",0.195834104,658
2000,25025010403,1483,1445,"Census Tract 104.03",0.034191277,1170
2000,25025010404,3252,3166,"Census Tract 104.04",0.05286086,2566
2000,25025010405,1955,1774,"Census Tract 104.05",0.140886361,1017
2000,25025010408,769,598,"Census Tract 104.08",0.016749498,885
2000,25025010500,1736,1325,"Census Tract 105",0.07462042,1614
2000,25025010600,1213,1193,"Census Tract 106",0.131150409,1672
2000,25025010701,1131,1158,"Census Tract 107.01",0.078000744,1448
2000,25025010702,1295,1324,"Census Tract 107.02",0.115898602,1656
2000,25025010801,1531,1647,"Census Tract 108.01",0.050980543,1846
2000,25025010802,1506,1622,"Census Tract 108.02",0.060551243,1817
2000,25025020101,2018,2139,"Census Tract 201.01",0.084701161,2666
2000,25025020200,1693,1860,"Census Tract 202",0.041813705,2300
2000,25025020301,1037,860,"Census Tract 203.01",0.101462628,997
2000,25025020302,692,567,"Census Tract 203.02",0.02964724,654
2000,25025020304,76,62,"Census Tract 203.04",0.056005663,72
2000,25025020305,1468,1201,"Census Tract 203.05",0.114970798,1388
2000,25025030100,888,1075,"Census Tract 301",0.029862685,1232
2000,25025030200,686,848,"Census Tract 302",0.022494698,1000
2000,25025030301,617,539,"Census Tract 303.01",0.059533092,668
2000,25025030302,733,640,"Census Tract 303.02",0.184320537,793
2000,25025030400,1765,1905,"Census Tract 304",0.063772494,2266
2000,25025030500,1104,1217,"Census Tract 305",0.073834316,1349
2000,25025040100,818,1025,"Census Tract 401",0.101973827,1053
2000,25025040200,718,934,"Census Tract 402",0.054554691,683
2000,25025040300,1761,2084,"Census Tract 403",0.10795648,1862
2000,25025040401,935,1135,"Census Tract 404.01",0.167337834,1000
2000,25025040600,994,1137,"Census Tract 406",0.554860848,1038
2000,25025040801,1708,1946,"Census Tract 408.01",0.366971569,1714
2000,25025050101,2296,2291,"Census Tract 501.01",0.115741844,1716
2000,25025050200,2566,2331,"Census Tract 502",0.093927458,1617
2000,25025050300,1072,1235,"Census Tract 503",0.137194452,823
2000,25025050400,1340,1185,"Census Tract 504",0.050958149,952
2000,25025050500,1077,820,"Census Tract 505",0.105113224,666
2000,25025050600,1165,916,"Census Tract 506",0.0663532,732
2000,25025050700,2183,1859,"Census Tract 507",0.103450282,1433
2000,25025050901,1912,1785,"Census Tract 509.01",0.237799161,1326
2000,25025051000,1877,2037,"Census Tract 510",0.402789494,1682
2000,25025051101,2764,3033,"Census Tract 511.01",0.447645684,2176
2000,25025051200,1394,1275,"Census Tract 512",0.1657969,1203
2000,25025060101,1441,1568,"Census Tract 601.01",0.114140678,1514
2000,25025060200,939,1115,"Census Tract 602",0.065786016,942
2000,25025060301,1436,1641,"Census Tract 603.01",0.105220174,1505
2000,25025060400,2165,2781,"Census Tract 604",0.154162484,2332
2000,25025060501,1636,1690,"Census Tract 605.01",0.158974475,1594
2000,25025060601,559,486,"Census Tract 606.01",0.054182488,528
2000,25025060602,35,31,"Census Tract 606.02",0.166839762,33
2000,25025060604,155,135,"Census Tract 606.04",0.160740892,146
2000,25025060700,520,864,"Census Tract 607",0.049508721,477
2000,25025060800,1876,1850,"Census Tract 608",0.13243806,1725
2000,25025061000,1342,1722,"Census Tract 610",0.06161341,1327
2000,25025061101,851,1195,"Census Tract 611.01",0.063815737,940
2000,25025061201,769,682,"Census Tract 612.01",0.216994432,737
2000,25025061202,,,"Census Tract 612.02",0.147031563,0
2000,25025061203,201,178,"Census Tract 612.03",0.136182865,192
2000,25025061204,40,35,"Census Tract 612.04",0.159165209,38
2000,25025070102,896,748,"Census Tract 701.02",0.053658934,733
2000,25025070104,410,344,"Census Tract 701.04",0.294131852,349
2000,25025070201,996,1014,"Census Tract 702.01",0.05561068,679
2000,25025070202,1556,1496,"Census Tract 702.02",0.068935452,1126
2000,25025070301,1172,906,"Census Tract 703.01",0.055340408,1265
2000,25025070302,831,643,"Census Tract 703.02",0.074635092,897
2000,25025070402,837,995,"Census Tract 704.02",0.095440593,640
2000,25025070501,1121,840,"Census Tract 705.01",0.04743767,993
2000,25025070502,1986,1488,"Census Tract 705.02",0.06734278,1759
2000,25025070600,1344,844,"Census Tract 706",0.051365487,1267
2000,25025070700,1151,1063,"Census Tract 707",0.062817663,1191
2000,25025070801,559,451,"Census Tract 708.01",0.023642966,575
2000,25025070802,1434,1156,"Census Tract 708.02",0.050175134,1473
2000,25025070901,505,413,"Census Tract 709.01",0.02227462,499
2000,25025070902,1064,871,"Census Tract 709.02",0.042808305,1050
2000,25025071101,1836,1284,"Census Tract 711.01",0.138622644,1697
2000,25025071201,724,620,"Census Tract 712.01",0.15918104,471
2000,25025080100,2306,1075,"Census Tract 801",0.396397187,609
2000,25025080300,779,903,"Census Tract 803",0.103797002,609
2000,25025080401,909,1259,"Census Tract 804.01",0.170003869,858
2000,25025080500,1035,1397,"Census Tract 805",0.09423827,1043
2000,25025080601,1136,1164,"Census Tract 806.01",0.216860069,936
2000,25025080801,1149,1454,"Census Tract 808.01",0.140884817,720
2000,25025080900,1934,1630,"Census Tract 809",0.099032115,1495
2000,25025081001,2399,2544,"Census Tract 810.01",0.216102536,2251
2000,25025081101,566,586,"Census Tract 811.01",0.045476271,438
2000,25025081102,1279,1323,"Census Tract 811.02",0.145509548,989
2000,25025081200,1317,1625,"Census Tract 812",0.103962253,927
2000,25025081301,885,972,"Census Tract 813.01",0.090988835,715
2000,25025081302,1089,1196,"Census Tract 813.02",0.133082078,881
2000,25025081400,1239,1292,"Census Tract 814",0.239568667,993
2000,25025081500,710,931,"Census Tract 815",0.129843453,587
2000,25025081700,1587,2135,"Census Tract 817",0.244740506,1430
2000,25025081800,1331,1532,"Census Tract 818",0.144372091,1103
2000,25025081900,1377,1829,"Census Tract 819",0.16732934,1208
2000,25025082000,1257,1549,"Census Tract 820",0.151412278,1103
2000,25025082100,1854,2397,"Census Tract 821",0.14308058,1712
2000,25025090100,2058,2530,"Census Tract 901",0.172573765,1607
2000,25025090200,893,1103,"Census Tract 902",0.105664964,676
2000,25025090300,1341,1789,"Census Tract 903",0.146870944,1058
2000,25025090400,1472,1783,"Census Tract 904",0.164147086,1012
2000,25025090600,1029,1094,"Census Tract 906",0.116473508,634
2000,25025090700,2277,2241,"Census Tract 907",0.414312713,1804
2000,25025090901,1628,1562,"Census Tract 909.01",0.452978913,1279
2000,25025091001,1354,1418,"Census Tract 910.01",0.458021022,1201
2000,25025091100,2576,2510,"Census Tract 911",0.162951327,1757
2000,25025091200,1691,1767,"Census Tract 912",0.124947292,1166
2000,25025091300,1108,1301,"Census Tract 913",0.101374983,691
2000,25025091400,1154,1286,"Census Tract 914",0.125490924,747
2000,25025091500,2204,2591,"Census Tract 915",0.156049751,1528
2000,25025091600,1699,1749,"Census Tract 916",0.12091098,1085
2000,25025091700,1552,1795,"Census Tract 917",0.1115314,957
2000,25025091800,1660,1887,"Census Tract 918",0.166821615,990
2000,25025091900,1678,2006,"Census Tract 919",0.186094677,1119
2000,25025092000,2523,2824,"Census Tract 920",0.189089285,1536
2000,25025092101,3414,3445,"Census Tract 921.01",0.504290732,2278
2000,25025092200,1766,1905,"Census Tract 922",0.224914546,1178
2000,25025092300,1408,1671,"Census Tract 923",0.132423002,942
2000,25025092400,2902,3568,"Census Tract 924",0.229532328,2139
2000,25025100100,2439,2991,"Census Tract 1001",0.400228864,1816
2000,25025100200,1211,1452,"Census Tract 1002",0.135383247,848
2000,25025100300,1627,2034,"Census Tract 1003",0.189914771,1171
2000,25025100400,2347,2881,"Census Tract 1004",0.241796477,1753
2000,25025100500,3085,3471,"Census Tract 1005",0.331165999,2198
2000,25025100601,2779,2887,"Census Tract 1006.01",0.213354647,2065
2000,25025100603,921,1020,"Census Tract 1006.03",0.336872589,713
2000,25025100700,1991,2393,"Census Tract 1007",0.467614116,1905
2000,25025100800,2667,2845,"Census Tract 1008",0.67442742,2382
2000,25025100900,1978,2272,"Census Tract 1009",0.36810362,1548
2000,25025101001,2854,3318,"Census Tract 1010.01",0.502755976,2183
2000,25025101002,2431,2974,"Census Tract 1010.02",0.449781988,1896
2000,25025101101,1525,1821,"Census Tract 1011.01",0.226860501,1086
2000,25025101102,2248,2694,"Census Tract 1011.02",0.216677443,1561
2000,25025110104,1169,1172,"Census Tract 1101.04",0.1165793,765
2000,25025110105,1261,1248,"Census Tract 1101.05",0.134392123,814
2000,25025110106,686,679,"Census Tract 1101.06",0.082110029,443
2000,25025110201,969,1035,"Census Tract 1102.01",0.13444386,748
2000,25025110301,1164,1307,"Census Tract 1103.01",0.315804925,934
2000,25025110401,1781,1975,"Census Tract 1104.01",0.201915985,1267
2000,25025110403,2046,2363,"Census Tract 1104.03",0.364042598,1661
2000,25025110501,1625,1660,"Census Tract 1105.01",0.250131264,1308
2000,25025110502,1927,2068,"Census Tract 1105.02",0.264209707,1590
2000,25025110601,1191,1454,"Census Tract 1106.01",0.543044192,1047
2000,25025110607,2372,3193,"Census Tract 1106.07",0.433989637,2084
2000,25025120103,643,799,"Census Tract 1201.03",0.131346549,595
2000,25025120104,1055,1321,"Census Tract 1201.04",0.156680256,1104
2000,25025120105,966,1200,"Census Tract 1201.05",0.710337624,896
2000,25025120201,1705,1791,"Census Tract 1202.01",0.275355704,1614
2000,25025120301,2371,2515,"Census Tract 1203.01",0.253905799,1638
2000,25025120400,2537,3048,"Census Tract 1204",0.386042699,2611
2000,25025120500,1208,1272,"Census Tract 1205",0.082512348,772
2000,25025120600,1104,1264,"Census Tract 1206",0.099342155,1039
2000,25025120700,984,1135,"Census Tract 1207",0.119922558,978
2000,25025130101,2292,2749,"Census Tract 1301.01",1.030221718,2045
2000,25025130200,2127,2562,"Census Tract 1302",0.522263401,1867
2000,25025130300,2030,2310,"Census Tract 1303",0.556938464,1726
2000,25025130402,2162,2345,"Census Tract 1304.02",0.719645389,2099
2000,25025130404,1145,1484,"Census Tract 1304.04",0.618358051,1152
2000,25025130406,2136,2766,"Census Tract 1304.06",0.406296846,2147
2000,25025140102,1997,2125,"Census Tract 1401.02",0.806045785,1553
2000,25025140105,1733,1919,"Census Tract 1401.05",0.389679009,1231
2000,25025140106,1082,1328,"Census Tract 1401.06",0.107659568,960
2000,25025140107,1137,1396,"Census Tract 1401.07",0.24222505,1009
2000,25025140201,970,1048,"Census Tract 1402.01",0.510556784,875
2000,25025140202,2568,2925,"Census Tract 1402.02",0.594056395,1992
2000,25025140300,2854,3360,"Census Tract 1403",0.598025525,2226
2000,25025140400,3664,4314,"Census Tract 1404",0.723753129,2734
2000,25025980101,,,"Census Tract 9801.01",1.262676067,0
2000,25025980300,,,"Census Tract 9803",0.803593264,0
2000,25025980700,,,"Census Tract 9807",1.1154279,0
2000,25025980900,,,"Census Tract 9809",0.647580965,0
2000,25025981000,,,"Census Tract 9810",0.437910891,0
2000,25025981100,,,"Census Tract 9811",0.965124122,0
2000,25025981201,,,"Census Tract 9812.01",0.308712614,0
2000,25025981202,,,"Census Tract 9812.02",0.655004165,0
2000,25025981300,,,"Census Tract 9813",2.697552924,0
2000,25025981501,,,"Census Tract 9815.01",0.346621668,0
2000,25025981502,,,"Census Tract 9815.02",0.483474806,0
2000,25025981600,,,"Census Tract 9816",0.226634631,0
2000,25025981700,,,"Census Tract 9817",0.121145344,0
2000,25025981800,,,"Census Tract 9818",0.276000881,0
2000,25025981900,,,"Census Tract 9819",0.090295395,0
2010,25025000101,972,861,"Census Tract 1.01",0.096496196,696
2010,25025000102,1284,1137,"Census Tract 1.02",0.412138958,919
2010,25025000201,1904,1950,"Census Tract 2.01",0.231362838,1541
2010,25025000202,1962,1923,"Census Tract 2.02",0.232292958,1480
2010,25025000301,1395,1345,"Census Tract 3.01",0.220630743,1159
2010,25025000302,1568,1574,"Census Tract 3.02",0.227792165,1276
2010,25025000401,2732,2940,"Census Tract 4.01",0.166426247,2877
2010,25025000402,1902,1746,"Census Tract 4.02",0.311495638,1461
2010,25025000502,2888,3415,"Census Tract 5.02",0.327300344,1872
2010,25025000503,1028,1183,"Census Tract 5.03",0.054033839,1341
2010,25025000505,936,1250,"Census Tract 5.05",0.055747746,1156
2010,25025000506,1199,1600,"Census Tract 5.06",0.072937014,1481
2010,25025000601,1842,1729,"Census Tract 6.01",0.191223272,1450
2010,25025000603,687,719,"Census Tract 6.03",0.120651905,696
2010,25025000604,1256,1312,"Census Tract 6.04",0.11083603,1272
2010,25025000701,2238,2208,"Census Tract 7.01",0.088973381,2294
2010,25025000703,1391,1400,"Census Tract 7.03",0.06872657,1395
2010,25025000704,2458,2343,"Census Tract 7.04",0.092579189,2350
2010,25025000804,2149,1643,"Census Tract 8.04",0.234594127,1404
2010,25025000805,2462,1882,"Census Tract 8.05",0.14281108,1607
2010,25025000806,1357,1746,"Census Tract 8.06",0.547177415,416
2010,25025000807,1522,1959,"Census Tract 8.07",0.084399615,466
2010,25025010103,1818,2751,"Census Tract 101.03",0.111237962,490
2010,25025010104,2207,2597,"Census Tract 101.04",0.108757642,1916
2010,25025010204,1449,1724,"Census Tract 102.04",0.097842148,1188
2010,25025010205,1977,1955,"Census Tract 102.05",0.07056905,2470
2010,25025010206,823,814,"Census Tract 102.06",0.070378701,1029
2010,25025010300,1657,3204,"Census Tract 103",0.195834104,395
2010,25025010403,1577,1426,"Census Tract 104.03",0.034191277,2025
2010,25025010404,2739,3078,"Census Tract 104.04",0.05286086,1810
2010,25025010405,2703,2819,"Census Tract 104.05",0.140886361,966
2010,25025010408,717,709,"Census Tract 104.08",0.016749498,943
2010,25025010500,1487,1557,"Census Tract 105",0.07462042,1655
2010,25025010600,1380,1478,"Census Tract 106",0.131150409,1854
2010,25025010701,1302,1176,"Census Tract 107.01",0.078000744,1396
2010,25025010702,1140,1260,"Census Tract 107.02",0.115898602,1402
2010,25025010801,1286,1497,"Census Tract 108.01",0.050980543,1651
2010,25025010802,1515,1544,"Census Tract 108.02",0.060551243,1871
2010,25025020101,1902,2291,"Census Tract 201.01",0.084701161,2473
2010,25025020200,1639,2010,"Census Tract 202",0.041813705,2302
2010,25025020301,946,1077,"Census Tract 203.01",0.101462628,1250
2010,25025020302,553,628,"Census Tract 203.02",0.02964724,675
2010,25025020304,261,168,"Census Tract 203.04",0.056005663,206
2010,25025020305,1808,1163,"Census Tract 203.05",0.114970798,1426
2010,25025030100,883,1071,"Census Tract 301",0.029862685,1276
2010,25025030200,766,899,"Census Tract 302",0.022494698,1044
2010,25025030301,679,560,"Census Tract 303.01",0.059533092,628
2010,25025030302,1152,951,"Census Tract 303.02",0.184320537,1066
2010,25025030400,1941,2040,"Census Tract 304",0.063772494,2287
2010,25025030500,1199,1339,"Census Tract 305",0.073834316,1457
2010,25025040100,991,1177,"Census Tract 401",0.101973827,1188
2010,25025040200,731,875,"Census Tract 402",0.054554691,663
2010,25025040300,1822,2060,"Census Tract 403",0.10795648,1894
2010,25025040401,1102,1337,"Census Tract 404.01",0.167337834,1174
