YEAR,GEOID,owner,renter,NAME
2010,25025030302,389,677,Census Tract 303.02
2010,25025030400,591,1696,Census Tract 304
2010,25025030500,548,909,Census Tract 305
2010,25025040100,678,510,Census Tract 401
2010,25025040200,209,454,Census Tract 402
2010,25025040300,1057,837,Census Tract 403
2010,25025040401,471,703,Census Tract 404.01
2010,25025040600,694,544,Census Tract 406
2010,25025040801,610,1266,Census Tract 408.01
2010,25025050101,394,1319,Census Tract 501.01
2010,25025050200,376,1319,Census Tract 502
2010,25025050300,78,895,Census Tract 503
2010,25025050400,239,728,Census Tract 504
2010,25025050500,266,583,Census Tract 505
2010,25025050600,155,591,Census Tract 506
2010,25025050700,350,1105,Census Tract 507
2010,25025050901,398,926,Census Tract 509.01
2010,25025051000,516,1154,Census Tract 510
2010,25025051101,873,1317,Census Tract 511.01
2010,25025051200,383,686,Census Tract 512
2010,25025060101,732,843,Census Tract 601.01
2010,25025060200,471,456,Census Tract 602
2010,25025060301,759,781,Census Tract 603.01
2010,25025060400,1106,1272,Census Tract 604
2010,25025060501,832,999,Census Tract 605.01
2010,25025060601,267,437,Census Tract 606.01
2010,25025060602,15,24,Census Tract 606.02
2010,25025060603,155,253,Census Tract 606.03
2010,25025060604,83,136,Census Tract 606.04
2010,25025060700,5,612,Census Tract 607
2010,25025060800,940,1062,Census Tract 608
2010,25025061000,258,981,Census Tract 610
2010,25025061101,12,970,Census Tract 611.01
2010,25025061201,408,424,Census Tract 612.01
2010,25025061202,,,Census Tract 612.02
2010,25025061203,309,321,Census Tract 612.03
2010,25025061204,142,148,Census Tract 612.04
2010,25025070102,458,924,Census Tract 701.02
2010,25025070104,257,520,Census Tract 701.04
2010,25025070201,60,711,Census Tract 702.01
2010,25025070202,296,1182,Census Tract 702.02
2010,25025070301,624,698,Census Tract 703.01
2010,25025070302,531,595,Census Tract 703.02
2010,25025070402,3,663,Census Tract 704.02
2010,25025070501,450,658,Census Tract 705.01
2010,25025070502,729,1066,Census Tract 705.02
2010,25025070600,686,524,Census Tract 706
2010,25025070700,480,758,Census Tract 707
2010,25025070801,186,412,Census Tract 708.01
2010,25025070802,450,996,Census Tract 708.02
2010,25025070901,178,430,Census Tract 709.01
2010,25025070902,328,792,Census Tract 709.02
2010,25025071101,570,1518,Census Tract 711.01
2010,25025071201,487,817,Census Tract 712.01
2010,25025080100,149,532,Census Tract 801
2010,25025080300,133,560,Census Tract 803
2010,25025080401,128,1097,Census Tract 804.01
2010,25025080500,59,1210,Census Tract 805
2010,25025080601,105,777,Census Tract 806.01
2010,25025080801,2,925,Census Tract 808.01
2010,25025080900,143,1543,Census Tract 809
2010,25025081001,174,2060,Census Tract 810.01
2010,25025081101,106,299,Census Tract 811.01
2010,25025081102,334,943,Census Tract 811.02
2010,25025081200,156,969,Census Tract 812
2010,25025081301,85,762,Census Tract 813.01
2010,25025081302,116,1038,Census Tract 813.02
2010,25025081400,419,881,Census Tract 814
2010,25025081500,265,574,Census Tract 815
2010,25025081700,337,1136,Census Tract 817
2010,25025081800,343,796,Census Tract 818
2010,25025081900,257,999,Census Tract 819
2010,25025082000,330,828,Census Tract 820
2010,25025082100,198,1837,Census Tract 821
2010,25025090100,400,1281,Census Tract 901
2010,25025090200,123,649,Census Tract 902
2010,25025090300,223,900,Census Tract 903
2010,25025090400,369,779,Census Tract 904
2010,25025090600,258,462,Census Tract 906
2010,25025090700,603,1229,Census Tract 907
2010,25025090901,3,1537,Census Tract 909.01
2010,25025091001,527,709,Census Tract 910.01
2010,25025091100,709,1083,Census Tract 911
2010,25025091200,399,761,Census Tract 912
2010,25025091300,216,574,Census Tract 913
2010,25025091400,301,578,Census Tract 914
2010,25025091500,457,1013,Census Tract 915
2010,25025091600,285,758,Census Tract 916
2010,25025091700,319,598,Census Tract 917
2010,25025091800,388,654,Census Tract 918
2010,25025091900,401,843,Census Tract 919
2010,25025092000,535,997,Census Tract 920
2010,25025092101,872,1380,Census Tract 921.01
2010,25025092200,536,598,Census Tract 922
2010,25025092300,362,594,Census Tract 923
2010,25025092400,386,1487,Census Tract 924
2010,25025100100,418,1477,Census Tract 1001
2010,25025100200,336,569,Census Tract 1002
2010,25025100300,477,644,Census Tract 1003
2010,25025100400,715,980,Census Tract 1004
2010,25025100500,680,1494,Census Tract 1005
2010,25025100601,927,1101,Census Tract 1006.01
2010,25025100603,413,341,Census Tract 1006.03
2010,25025100700,1038,835,Census Tract 1007
2010,25025100800,1152,1372,Census Tract 1008
2010,25025100900,868,742,Census Tract 1009
2010,25025101001,949,1180,Census Tract 1010.01
2010,25025101002,667,1301,Census Tract 1010.02
2010,25025101101,421,665,Census Tract 1011.01
2010,25025101102,407,1104,Census Tract 1011.02
2010,25025110104,363,536,Census Tract 1101.04
2010,25025110105,300,464,Census Tract 1101.05
2010,25025110106,206,318,Census Tract 1101.06
2010,25025110201,301,514,Census Tract 1102.01
2010,25025110301,602,296,Census Tract 1103.01
2010,25025110401,605,680,Census Tract 1104.01
2010,25025110403,1076,599,Census Tract 1104.03
2010,25025110501,818,482,Census Tract 1105.01
2010,25025110502,821,759,Census Tract 1105.02
2010,25025110601,948,287,Census Tract 1106.01
2010,25025110607,1139,893,Census Tract 1106.07
2010,25025120103,447,213,Census Tract 1201.03
2010,25025120104,482,576,Census Tract 1201.04
2010,25025120105,811,92,Census Tract 1201.05
2010,25025120201,573,1086,Census Tract 1202.01
2010,25025120301,772,1012,Census Tract 1203.01
2010,25025120400,1330,1380,Census Tract 1204
2010,25025120500,273,579,Census Tract 1205
2010,25025120600,457,597,Census Tract 1206
2010,25025120700,499,484,Census Tract 1207
2010,25025130101,1941,727,Census Tract 1301.01
2010,25025130200,1303,526,Census Tract 1302
2010,25025130300,1349,407,Census Tract 1303
2010,25025130402,1400,702,Census Tract 1304.02
2010,25025130404,740,518,Census Tract 1304.04
2010,25025130406,556,1556,Census Tract 1304.06
2010,25025140102,1049,499,Census Tract 1401.02
2010,25025140105,898,376,Census Tract 1401.05
2010,25025140106,70,721,Census Tract 1401.06
2010,25025140107,563,414,Census Tract 1401.07
2010,25025140201,336,525,Census Tract 1402.01
2010,25025140202,1228,724,Census Tract 1402.02
2010,25025140300,1016,1337,Census Tract 1403
2010,25025140400,1689,1054,Census Tract 1404
2010,25025980101,,,Census Tract 9801.01
2010,25025980300,,,Census Tract 9803
2010,25025980700,,,Census Tract 9807
2010,25025980900,,,Census Tract 9809
2010,25025981000,,,Census Tract 9810
2010,25025981100,,,Census Tract 9811
2010,25025981201,,,Census Tract 9812.01
2010,25025981202,,,Census Tract 9812.02
2010,25025981300,,,Census Tract 9813
2010,25025981501,,,Census Tract 9815.01
2010,25025981502,,,Census Tract 9815.02
2010,25025981600,,,Census Tract 9816
2010,25025981700,,,Census Tract 9817
2010,25025981800,,,Census Tract 9818
2010,25025981900,,,Census Tract 9819
2020,25025000101,195,432,Census Tract 1.01
2020,25025000102,290,1032,Census Tract 1.02
2020,25025000201,549,1256,Census Tract 2.01
2020,25025000202,428,1076,Census Tract 2.02
2020,25025000301,404,746,Census Tract 3.01
2020,25025000302,629,719,Census Tract 3.02
2020,25025000401,310,2548,Census Tract 4.01
2020,25025000402,472,961,Census Tract 4.02
2020,25025000502,256,1364,Census Tract 5.02
2020,25025000503,190,966,Census Tract 5.03
2020,25025000505,239,801,Census Tract 5.05
2020,25025000506,226,1228,Census Tract 5.06
2020,25025000601,446,920,Census Tract 6.01
2020,25025000603,8,775,Census Tract 6.03
2020,25025000604,167,962,Census Tract 6.04
2020,25025000701,320,1843,Census Tract 7.01
2020,25025000703,47,926,Census Tract 7.03
2020,25025000704,223,1828,Census Tract 7.04
2020,25025000804,436,794,Census Tract 8.04
2020,25025000805,15,1343,Census Tract 8.05
2020,25025000806,45,627,Census Tract 8.06
2020,25025000807,0,0,Census Tract 8.07
2020,25025010103,36,376,Census Tract 101.03
2020,25025010104,368,1335,Census Tract 101.04
2020,25025010204,124,913,Census Tract 102.04
2020,25025010205,108,2208,Census Tract 102.05
2020,25025010206,69,1078,Census Tract 102.06
2020,25025010300,30,233,Census Tract 103
2020,25025010403,82,1618,Census Tract 104.03
2020,25025010404,164,1036,Census Tract 104.04
2020,25025010405,33,844,Census Tract 104.05
2020,25025010408,80,752,Census Tract 104.08
2020,25025010500,155,1595,Census Tract 105
2020,25025010600,368,1790,Census Tract 106
2020,25025010701,345,929,Census Tract 107.01
2020,25025010702,717,752,Census Tract 107.02
2020,25025010801,754,849,Census Tract 108.01
2020,25025010802,756,1101,Census Tract 108.02
2020,25025020101,1111,1649,Census Tract 201.01
2020,25025020200,548,1508,Census Tract 202
2020,25025020301,235,1010,Census Tract 203.01
2020,25025020302,127,399,Census Tract 203.02
2020,25025020304,30,583,Census Tract 203.04
2020,25025020305,532,1060,Census Tract 203.05
2020,25025030100,231,992,Census Tract 301
2020,25025030200,132,834,Census Tract 302
2020,25025030301,643,278,Census Tract 303.01
2020,25025030302,80,807,Census Tract 303.02
2020,25025030400,476,1869,Census Tract 304
2020,25025030500,659,690,Census Tract 305
2020,25025040100,701,571,Census Tract 401
2020,25025040200,361,353,Census Tract 402
2020,25025040300,1230,958,Census Tract 403
2020,25025040401,494,836,Census Tract 404.01
2020,25025040600,874,733,Census Tract 406
2020,25025040801,759,1520,Census Tract 408.01
2020,25025050101,430,1420,Census Tract 501.01
2020,25025050200,557,1254,Census Tract 502
2020,25025050300,102,1317,Census Tract 503
2020,25025050400,209,842,Census Tract 504
2020,25025050500,309,710,Census Tract 505
2020,25025050600,118,697,Census Tract 506
2020,25025050700,294,1395,Census Tract 507
2020,25025050901,353,1091,Census Tract 509.01
2020,25025051000,641,1251,Census Tract 510
2020,25025051101,947,1730,Census Tract 511.01
2020,25025051200,415,1036,Census Tract 512
2020,25025060101,742,857,Census Tract 601.01
2020,25025060200,486,423,Census Tract 602
2020,25025060301,885,821,Census Tract 603.01
2020,25025060400,990,1365,Census Tract 604
2020,25025060501,1142,844,Census Tract 605.01
2020,25025060601,468,575,Census Tract 606.01
2020,25025060602,26,201,Census Tract 606.02
2020,25025060603,0,559,Census Tract 606.03
2020,25025060604,332,753,Census Tract 606.04
2020,25025060700,0,1074,Census Tract 607
2020,25025060800,1173,813,Census Tract 608
2020,25025061000,531,893,Census Tract 610
2020,25025061101,11,1148,Census Tract 611.01
2020,25025061201,346,516,Census Tract 612.01
2020,25025061202,,,Census Tract 612.02
2020,25025061203,645,361,Census Tract 612.03
2020,25025061204,299,402,Census Tract 612.04
2020,25025070102,476,638,Census Tract 701.02
2020,25025070103,4,205,Census Tract 701.03
2020,25025070104,702,444,Census Tract 701.04
2020,25025070201,147,804,Census Tract 702.01
2020,25025070202,94,1787,Census Tract 702.02
2020,25025070301,809,636,Census Tract 703.01
2020,25025070302,517,651,Census Tract 703.02
2020,25025070402,61,1491,Census Tract 704.02
2020,25025070501,394,496,Census Tract 705.01
2020,25025070502,598,1363,Census Tract 705.02
2020,25025070600,803,347,Census Tract 706
2020,25025070700,506,959,Census Tract 707
2020,25025070801,18,513,Census Tract 708.01
2020,25025070802,482,1058,Census Tract 708.02
2020,25025070901,197,521,Census Tract 709.01
2020,25025070902,424,575,Census Tract 709.02
2020,25025071101,753,1442,Census Tract 711.01
2020,25025071201,437,1172,Census Tract 712.01
2020,25025080100,203,508,Census Tract 801
2020,25025080300,244,695,Census Tract 803
2020,25025080401,113,1231,Census Tract 804.01
2020,25025080500,28,1498,Census Tract 805
2020,25025080601,105,696,Census Tract 806.01
2020,25025080801,0,1141,Census Tract 808.01
2020,25025080900,67,1437,Census Tract 809
2020,25025081001,58,2364,Census Tract 810.01
2020,25025081101,120,508,Census Tract 811.01
2020,25025081102,277,968,Census Tract 811.02
2020,25025081200,254,1071,Census Tract 812
2020,25025081301,121,927,Census Tract 813.01
2020,25025081302,50,1096,Census Tract 813.02
2020,25025081400,527,732,Census Tract 814
2020,25025081500,471,543,Census Tract 815
2020,25025081700,564,1500,Census Tract 817
2020,25025081800,612,761,Census Tract 818
2020,25025081900,437,1092,Census Tract 819
2020,25025082000,556,729,Census Tract 820
2020,25025082100,391,1810,Census Tract 821
2020,25025090100,232,1770,Census Tract 901
2020,25025090200,128,602,Census Tract 902
2020,25025090300,337,798,Census Tract 903
2020,25025090400,626,762,Census Tract 904
2020,25025090600,254,598,Census Tract 906
2020,25025090700,572,1060,Census Tract 907
2020,25025090901,4,1322,Census Tract 909.01
2020,25025091001,540,814,Census Tract 910.01
2020,25025091100,906,1057,Census Tract 911
2020,25025091200,483,758,Census Tract 912
2020,25025091300,285,558,Census Tract 913
2020,25025091400,458,629,Census Tract 914
2020,25025091500,689,922,Census Tract 915
2020,25025091600,252,782,Census Tract 916
2020,25025091700,405,574,Census Tract 917
2020,25025091800,355,920,Census Tract 918
2020,25025091900,593,762,Census Tract 919
2020,25025092000,624,1150,Census Tract 920
2020,25025092101,1177,1578,Census Tract 921.01
2020,25025092200,589,537,Census Tract 922
2020,25025092300,437,630,Census Tract 923
2020,25025092400,432,1667,Census Tract 924
2020,25025100100,515,1585,Census Tract 1001
2020,25025100200,547,521,Census Tract 1002
2020,25025100300,611,732,Census Tract 1003
2020,25025100400,962,971,Census Tract 1004
2020,25025100500,914,1646,Census Tract 1005
2020,25025100601,891,1196,Census Tract 1006.01
2020,25025100603,556,298,Census Tract 1006.03
2020,25025100700,973,819,Census Tract 1007
2020,25025100800,1292,1562,Census Tract 1008
2020,25025100900,1086,583,Census Tract 1009
2020,25025101001,972,1297,Census Tract 1010.01
2020,25025101002,651,1677,Census Tract 1010.02
2020,25025101101,496,704,Census Tract 1011.01
2020,25025101102,520,1223,Census Tract 1011.02
2020,25025110104,245,364,Census Tract 1101.04
2020,25025110105,599,573,Census Tract 1101.05
2020,25025110106,374,453,Census Tract 1101.06
2020,25025110201,394,511,Census Tract 1102.01
2020,25025110301,780,225,Census Tract 1103.01
2020,25025110401,637,852,Census Tract 1104.01
2020,25025110403,1370,557,Census Tract 1104.03
2020,25025110501,866,523,Census Tract 1105.01
2020,25025110502,768,1019,Census Tract 1105.02
2020,25025110601,1096,331,Census Tract 1106.01
2020,25025110607,1347,652,Census Tract 1106.07
2020,25025120103,536,204,Census Tract 1201.03
2020,25025120104,567,506,Census Tract 1201.04
2020,25025120105,863,118,Census Tract 1201.05
2020,25025120201,595,1415,Census Tract 1202.01
2020,25025120301,1038,1023,Census Tract 1203.01
2020,25025120400,1503,1497,Census Tract 1204
2020,25025120500,487,658,Census Tract 1205
2020,25025120600,583,553,Census Tract 1206
2020,25025120700,615,353,Census Tract 1207
2020,25025130101,1856,937,Census Tract 1301.01
2020,25025130200,1413,552,Census Tract 1302
2020,25025130300,1322,403,Census Tract 1303
2020,25025130402,1631,626,Census Tract 1304.02
2020,25025130404,723,610,Census Tract 1304.04
2020,25025130406,518,1850,Census Tract 1304.06
2020,25025140102,1352,497,Census Tract 1401.02
2020,25025140105,883,435,Census Tract 1401.05
2020,25025140106,132,908,Census Tract 1401.06
2020,25025140107,748,356,Census Tract 1401.07
2020,25025140201,457,513,Census Tract 1402.01
2020,25025140202,1310,851,Census Tract 1402.02
2020,25025140300,1286,1484,Census Tract 1403
2020,25025140400,1857,1234,Census Tract 1404
2020,25025980101,,,Census Tract 9801.01
2020,25025980300,,,Census Tract 9803
2020,25025980700,,,Census Tract 9807
2020,25025980900,,,Census Tract 9809
2020,25025981000,,,Census Tract 9810
2020,25025981100,,,Census Tract 9811
2020,25025981201,,,Census Tract 9812.01
2020,25025981202,,,Census Tract 9812.02
2020,25025981300,,,Census Tract 9813
2020,25025981501,,,Census Tract 9815.01
2020,25025981502,,,Census Tract 9815.02
2020,25025981600,,,Census Tract 9816
2020,25025981700,,,Census Tract 9817
2020,25025981800,,,Census Tract 9818
2020,25025981900,,,Census Tract 9819
